dispute_id,invoice_id,customer_id,customer_name,open_date,dispute_amount,dispute_type,status,assigned_to,handler_id,resolution_date,resolution_notes,description
DISP000020,INV0000364,CUST000037,HCL Info Limited,2025-01-26,142131.45,Quality Issue,Under Investigation,Sanjay Mishra,REP000027,,,Customer disputes quality issue on invoice INV0000364
DISP000021,INV0000393,CUST000040,Tech Info Limited,2025-03-18,27663.81,Quality Issue,Resolved - Rejected,Sanjay Mishra,REP000027,2025-03-26,Dispute evidence insufficient,Customer disputes quality issue on invoice INV0000393
DISP000023,INV0000412,CUST000042,Reliance Auto Limited,2025-04-17,25113.81,Quality Issue,Open,Geeta Mishra,REP000040,,,Customer disputes quality issue on invoice INV0000412
DISP000024,INV0000434,CUST000044,Bharti Auto Limited,2025-03-03,767344.54,Quantity Discrepancy,Resolved - Accepted,Sunil Mishra,REP000024,2025-03-22,Credit memo issued for 767344.54,Customer disputes quantity discrepancy on invoice INV0000434
DISP000025,INV0000453,CUST000046,Wipro Auto Limited,2025-03-26,913432.99,Service Not Rendered,Awaiting Internal Response,Anita Gupta,REP000016,,,Customer disputes service not rendered on invoice INV0000453
DISP000026,INV0000471,CUST000048,Birla Auto Limited,2025-02-17,282568.93,Wrong Item,Resolved - Accepted,Sunil Joshi,REP000044,2025-03-09,Credit memo issued for 282568.93,Customer disputes wrong item on invoice INV0000471
DISP000027,INV0000472,CUST000048,Birla Auto Limited,2025-01-10,234226.71,Delivery Delay,Resolved - Accepted,Anil Joshi,REP000045,2025-02-02,Credit memo issued for 234226.71,Customer disputes delivery delay on invoice INV0000472
DISP000028,INV0000504,CUST000051,Godrej Auto Limited,2025-03-18,349273.15,Quality Issue,Resolved - Accepted,Geeta Gupta,REP000020,2025-04-14,Credit memo issued for 349273.15,Customer disputes quality issue on invoice INV0000504
DISP000029,INV0000514,CUST000052,L&T Auto Limited,2025-02-25,26687.38,Price Discrepancy,Resolved - Accepted,Neha Mishra,REP000032,2025-03-29,Credit memo issued for 26687.38,Customer disputes price discrepancy on invoice INV0000514
DISP000030,INV0000517,CUST000052,L&T Auto Limited,2025-01-15,35078.42,Price Discrepancy,Resolved - Accepted,Ashok Joshi,REP000050,2025-02-07,Credit memo issued for 35078.42,Customer disputes price discrepancy on invoice INV0000517
DISP000031,INV0000528,CUST000053,ICICI Auto Limited,2024-11-20,133044.36,Duplicate Billing,Resolved - Accepted,Ashok Gupta,REP000010,2024-12-10,Credit memo issued for 133044.36,Customer disputes duplicate billing on invoice INV0000528
DISP000032,INV0000531,CUST000054,SBI Auto Limited,2025-03-25,25460.14,Contract Terms,Awaiting Internal Response,Rakesh Joshi,REP000048,,,Customer disputes contract terms on invoice INV0000531
DISP000033,INV0000534,CUST000054,SBI Auto Limited,2025-02-04,7473.05,Duplicate Billing,Resolved - Accepted,Amit Gupta,REP000002,2025-03-06,Credit memo issued for 7473.05,Customer disputes duplicate billing on invoice INV0000534
DISP000034,INV0000541,CUST000055,TCS Auto Limited,2024-12-30,167766.63,Duplicate Billing,Resolved - Accepted,Meena Gupta,REP000017,2025-01-13,Credit memo issued for 167766.63,Customer disputes duplicate billing on invoice INV0000541
DISP000035,INV0000636,CUST000064,Bharti Fin Limited,2024-12-30,10348.77,Contract Terms,Under Investigation,Sunil Mishra,REP000024,,,Customer disputes contract terms on invoice INV0000636
DISP000036,INV0000638,CUST000064,Bharti Fin Limited,2024-11-20,95656.71,Service Not Rendered,Resolved - Accepted,Vijay Joshi,REP000043,2024-12-12,Credit memo issued for 95656.71,Customer disputes service not rendered on invoice INV0000638
DISP000037,INV0000653,CUST000066,Wipro Fin Limited,2025-03-16,90222.31,Duplicate Billing,Resolved - Accepted,Sunil Joshi,REP000044,2025-03-30,Credit memo issued for 90222.31,Customer disputes duplicate billing on invoice INV0000653
DISP000038,INV0000665,CUST000067,Mahindra Fin Limited,2025-03-21,183458.69,Contract Terms,Awaiting Internal Response,Anil Joshi,REP000045,,,Customer disputes contract terms on invoice INV0000665
DISP000039,INV0000686,CUST000069,Adani Fin Limited,2025-04-17,22763.93,Duplicate Billing,Under Investigation,Geeta Mishra,REP000040,,,Customer disputes duplicate billing on invoice INV0000686
DISP000040,INV0000703,CUST000071,Godrej Fin Limited,2025-04-03,18534.70,Wrong Item,Open,Vijay Joshi,REP000043,,,Customer disputes wrong item on invoice INV0000703
DISP000041,INV0000712,CUST000072,L&T Fin Limited,2025-04-05,175600.55,Service Not Rendered,Under Investigation,Vijay Gupta,REP000003,,,Customer disputes service not rendered on invoice INV0000712
DISP000042,INV0000724,CUST000073,ICICI Fin Limited,2025-04-17,2884389.03,Service Not Rendered,Open,Sunil Joshi,REP000044,,,Customer disputes service not rendered on invoice INV0000724
DISP000043,INV0000735,CUST000074,SBI Fin Limited,2025-01-07,1170043.53,Delivery Delay,Under Investigation,Amit Gupta,REP000002,,,Customer disputes delivery delay on invoice INV0000735
DISP000044,INV0000744,CUST000075,TCS Fin Limited,2024-12-19,228223.38,Service Not Rendered,Resolved - Accepted,Sanjay Joshi,REP000047,2025-01-02,Credit memo issued for 228223.38,Customer disputes service not rendered on invoice INV0000744
DISP000045,INV0000811,CUST000082,Reliance Power Limited,2025-01-10,382091.37,Delivery Delay,Under Investigation,Amit Joshi,REP000042,,,Customer disputes delivery delay on invoice INV0000811
DISP000046,INV0000835,CUST000084,Bharti Power Limited,2025-03-11,97660.07,Quantity Discrepancy,Resolved - Accepted,Raj Joshi,REP000041,2025-04-05,Credit memo issued for 97660.07,Customer disputes quantity discrepancy on invoice INV0000835
DISP000047,INV0000861,CUST000087,Mahindra Power Limited,2025-04-12,43804.36,Service Not Rendered,Under Investigation,Amit Joshi,REP000042,,,Customer disputes service not rendered on invoice INV0000861
DISP000048,INV0000881,CUST000089,Adani Power Limited,2025-03-11,97750.18,Quantity Discrepancy,Under Investigation,Raj Gupta,REP000001,,,Customer disputes quantity discrepancy on invoice INV0000881
DISP000049,INV0000905,CUST000091,Godrej Power Limited,2025-01-22,174378.71,Price Discrepancy,Resolved - Accepted,Anil Mishra,REP000025,2025-02-22,Credit memo issued for 174378.71,Customer disputes price discrepancy on invoice INV0000905
DISP000050,INV0000931,CUST000094,SBI Power Limited,2024-12-14,26649.44,Contract Terms,Resolved - Rejected,Rani Mishra,REP000034,2025-01-13,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0000931
DISP000051,INV0000962,CUST000097,HCL Power Limited,2025-01-30,169871.26,Service Not Rendered,Resolved - Rejected,Sanjay Mishra,REP000027,2025-02-11,Dispute evidence insufficient,Customer disputes service not rendered on invoice INV0000962
DISP000052,INV0000972,CUST000098,Hindustan Power Limited,2025-01-16,186445.05,Quantity Discrepancy,Resolved - Accepted,Ashok Joshi,REP000050,2025-02-18,Credit memo issued for 186445.05,Customer disputes quantity discrepancy on invoice INV0000972
DISP000053,INV0000991,CUST000100,Tech Power Limited,2024-12-25,870406.45,Price Discrepancy,Resolved - Accepted,Sanjay Joshi,REP000047,2025-01-05,Credit memo issued for 870406.45,Customer disputes price discrepancy on invoice INV0000991
DISP000054,INV0001012,CUST000102,Reliance Steel Limited,2025-03-17,70884.84,Quality Issue,Under Investigation,Rajesh Joshi,REP000049,,,Customer disputes quality issue on invoice INV0001012
DISP000055,INV0001021,CUST000103,Infosys Steel Limited,2025-03-27,11162.87,Quality Issue,Under Investigation,Raj Gupta,REP000001,,,Customer disputes quality issue on invoice INV0001021
DISP000056,INV0001032,CUST000104,Bharti Steel Limited,2025-01-19,357430.31,Contract Terms,Resolved - Accepted,Sanjay Gupta,REP000007,2025-01-29,Credit memo issued for 357430.31,Customer disputes contract terms on invoice INV0001032
DISP000057,INV0001042,CUST000105,HDFC Steel Limited,2025-04-17,67683.99,Service Not Rendered,Under Investigation,Shalini Mishra,REP000039,,,Customer disputes service not rendered on invoice INV0001042
DISP000058,INV0001061,CUST000107,Mahindra Steel Limited,2024-12-08,373021.91,Quality Issue,Resolved - Accepted,Ashok Gupta,REP000010,2024-12-25,Credit memo issued for 373021.91,Customer disputes quality issue on invoice INV0001061
DISP000059,INV0001063,CUST000107,Mahindra Steel Limited,2024-12-23,1339927.26,Duplicate Billing,Resolved - Accepted,Raj Mishra,REP000021,2025-01-23,Credit memo issued for 1339927.26,Customer disputes duplicate billing on invoice INV0001063
DISP000060,INV0001074,CUST000108,Birla Steel Limited,2025-02-21,18432.96,Price Discrepancy,Resolved - Accepted,Rani Mishra,REP000034,2025-03-01,Credit memo issued for 18432.96,Customer disputes price discrepancy on invoice INV0001074
DISP000061,INV0001121,CUST000113,ICICI Steel Limited,2024-11-13,71249.26,Price Discrepancy,Resolved - Rejected,Sanjay Mishra,REP000027,2024-12-16,Dispute evidence insufficient,Customer disputes price discrepancy on invoice INV0001121
DISP000062,INV0001135,CUST000114,SBI Steel Limited,2025-03-30,81203.67,Delivery Delay,Awaiting Internal Response,Raj Joshi,REP000041,,,Customer disputes delivery delay on invoice INV0001135
DISP000063,INV0001141,CUST000115,TCS Steel Limited,2025-02-04,17148.37,Duplicate Billing,Resolved - Accepted,Anil Gupta,REP000005,2025-02-25,Credit memo issued for 17148.37,Customer disputes duplicate billing on invoice INV0001141
DISP000064,INV0001192,CUST000120,Tech Steel Limited,2024-12-10,17014.17,Quality Issue,Under Investigation,Shalini Gupta,REP000019,,,Customer disputes quality issue on invoice INV0001192
DISP000065,INV0001203,CUST000121,Tata Textiles Limited,2025-04-10,262666.72,Contract Terms,Open,Sunil Gupta,REP000004,,,Customer disputes contract terms on invoice INV0001203
DISP000066,INV0001213,CUST000122,Reliance Textiles Limited,2025-03-23,28263.37,Delivery Delay,Awaiting Internal Response,Rakesh Joshi,REP000048,,,Customer disputes delivery delay on invoice INV0001213
DISP000068,INV0001305,CUST000131,Godrej Textiles Limited,2025-04-17,10512.17,Contract Terms,Under Investigation,Geeta Gupta,REP000020,,,Customer disputes contract terms on invoice INV0001305
DISP000069,INV0001306,CUST000131,Godrej Textiles Limited,2025-02-04,2865.90,Contract Terms,Resolved - Accepted,Sunita Gupta,REP000015,2025-02-19,Credit memo issued for 2865.90,Customer disputes contract terms on invoice INV0001306
DISP000070,INV0001324,CUST000133,ICICI Textiles Limited,2025-01-06,1379031.94,Price Discrepancy,Under Investigation,Rahul Joshi,REP000046,,,Customer disputes price discrepancy on invoice INV0001324
DISP000071,INV0001325,CUST000133,ICICI Textiles Limited,2025-03-13,1174892.43,Duplicate Billing,Resolved - Accepted,Rahul Gupta,REP000006,2025-03-27,Credit memo issued for 1174892.43,Customer disputes duplicate billing on invoice INV0001325
DISP000072,INV0001332,CUST000134,SBI Textiles Limited,2025-03-21,841202.72,Price Discrepancy,Under Investigation,Vijay Gupta,REP000003,,,Customer disputes price discrepancy on invoice INV0001332
DISP000073,INV0001334,CUST000134,SBI Textiles Limited,2025-02-23,591494.16,Contract Terms,Resolved - Rejected,Geeta Mishra,REP000040,2025-03-11,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0001334
DISP000074,INV0001362,CUST000137,HCL Textiles Limited,2025-01-07,37177.71,Quantity Discrepancy,Resolved - Accepted,Geeta Mishra,REP000040,2025-02-03,Credit memo issued for 37177.71,Customer disputes quantity discrepancy on invoice INV0001362
DISP000075,INV0001387,CUST000139,Indian Textiles Limited,2024-12-31,55058.56,Duplicate Billing,Resolved - Accepted,Rajesh Joshi,REP000049,2025-01-17,Credit memo issued for 55058.56,Customer disputes duplicate billing on invoice INV0001387
DISP000076,INV0001393,CUST000140,Tech Textiles Limited,2025-02-09,26453.21,Quality Issue,Under Investigation,Anil Mishra,REP000025,,,Customer disputes quality issue on invoice INV0001393
DISP000078,INV0001451,CUST000146,Wipro Pharma Limited,2025-02-21,109944.93,Service Not Rendered,Resolved - Rejected,Meena Mishra,REP000037,2025-03-26,Dispute evidence insufficient,Customer disputes service not rendered on invoice INV0001451
DISP000079,INV0001465,CUST000147,Mahindra Pharma Limited,2024-11-13,891086.32,Delivery Delay,Resolved - Accepted,Sanjay Mishra,REP000027,2024-12-04,Credit memo issued for 891086.32,Customer disputes delivery delay on invoice INV0001465
DISP000080,INV0001492,CUST000150,JSW Pharma Limited,2024-11-30,53019.02,Duplicate Billing,Resolved - Rejected,Anil Gupta,REP000005,2025-01-03,Dispute evidence insufficient,Customer disputes duplicate billing on invoice INV0001492
DISP000081,INV0001507,CUST000151,Godrej Pharma Limited,2025-04-07,220944.68,Wrong Item,Under Investigation,Rajesh Joshi,REP000049,,,Customer disputes wrong item on invoice INV0001507
DISP000082,INV0001512,CUST000152,L&T Pharma Limited,2024-12-07,139557.40,Duplicate Billing,Resolved - Rejected,Geeta Gupta,REP000020,2024-12-14,Dispute evidence insufficient,Customer disputes duplicate billing on invoice INV0001512
DISP000083,INV0001516,CUST000152,L&T Pharma Limited,2025-01-20,184451.94,Wrong Item,Resolved - Accepted,Meena Mishra,REP000037,2025-01-27,Credit memo issued for 184451.94,Customer disputes wrong item on invoice INV0001516
DISP000084,INV0001522,CUST000153,ICICI Pharma Limited,2025-01-10,16336.12,Wrong Item,Resolved - Accepted,Ashok Mishra,REP000030,2025-01-31,Credit memo issued for 16336.12,Customer disputes wrong item on invoice INV0001522
DISP000085,INV0001541,CUST000155,TCS Pharma Limited,2025-04-02,257714.57,Service Not Rendered,Awaiting Customer,Raj Joshi,REP000041,,,Customer disputes service not rendered on invoice INV0001541
DISP000086,INV0001544,CUST000155,TCS Pharma Limited,2025-02-22,410345.91,Delivery Delay,Resolved - Accepted,Raj Gupta,REP000001,2025-03-18,Credit memo issued for 410345.91,Customer disputes delivery delay on invoice INV0001544
DISP000087,INV0001554,CUST000156,Bajaj Pharma Limited,2025-01-15,98850.20,Quality Issue,Resolved - Rejected,Meena Mishra,REP000037,2025-02-04,Dispute evidence insufficient,Customer disputes quality issue on invoice INV0001554
DISP000088,INV0001561,CUST000157,HCL Pharma Limited,2024-12-23,64982.95,Contract Terms,Resolved - Rejected,Rahul Gupta,REP000006,2025-01-11,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0001561
DISP000089,INV0001572,CUST000158,Hindustan Pharma Limited,2025-01-03,149626.21,Wrong Item,Resolved - Rejected,Neha Gupta,REP000012,2025-02-03,Dispute evidence insufficient,Customer disputes wrong item on invoice INV0001572
DISP000090,INV0001581,CUST000159,Indian Pharma Limited,2025-01-04,184872.33,Quantity Discrepancy,Resolved - Rejected,Ashok Gupta,REP000010,2025-01-19,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0001581
DISP000091,INV0001591,CUST000160,Tech Pharma Limited,2025-03-14,263880.40,Contract Terms,Resolved - Rejected,Anil Mishra,REP000025,2025-03-19,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0001591
DISP000092,INV0001593,CUST000160,Tech Pharma Limited,2024-11-10,131141.07,Contract Terms,Resolved - Accepted,Pooja Gupta,REP000013,2024-11-25,Credit memo issued for 131141.07,Customer disputes contract terms on invoice INV0001593
DISP000093,INV0001613,CUST000162,Reliance Healthcare Limited,2024-12-09,66765.36,Quantity Discrepancy,Resolved - Accepted,Sanjay Gupta,REP000007,2024-12-15,Credit memo issued for 66765.36,Customer disputes quantity discrepancy on invoice INV0001613
DISP000094,INV0001625,CUST000163,Infosys Healthcare Limited,2025-02-19,14893.45,Service Not Rendered,Under Investigation,Pooja Gupta,REP000013,,,Customer disputes service not rendered on invoice INV0001625
DISP000095,INV0001633,CUST000164,Bharti Healthcare Limited,2024-11-14,32396.86,Delivery Delay,Resolved - Accepted,Vijay Mishra,REP000023,2024-11-24,Credit memo issued for 32396.86,Customer disputes delivery delay on invoice INV0001633
DISP000096,INV0001636,CUST000164,Bharti Healthcare Limited,2025-01-11,46390.14,Price Discrepancy,Resolved - Accepted,Shalini Gupta,REP000019,2025-01-31,Credit memo issued for 46390.14,Customer disputes price discrepancy on invoice INV0001636
DISP000097,INV0001676,CUST000168,Birla Healthcare Limited,2024-11-13,412923.27,Price Discrepancy,Under Investigation,Sanjay Mishra,REP000027,,,Customer disputes price discrepancy on invoice INV0001676
DISP000098,INV0001734,CUST000174,SBI Healthcare Limited,2025-02-21,1553117.90,Contract Terms,Under Investigation,Meena Mishra,REP000037,,,Customer disputes contract terms on invoice INV0001734
DISP000099,INV0001735,CUST000174,SBI Healthcare Limited,2025-04-06,349859.89,Quantity Discrepancy,Under Investigation,Sanjay Gupta,REP000007,,,Customer disputes quantity discrepancy on invoice INV0001735
DISP000100,INV0001743,CUST000175,TCS Healthcare Limited,2025-01-15,187553.75,Delivery Delay,Resolved - Rejected,Rajesh Joshi,REP000049,2025-02-08,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0001743
DISP000101,INV0001751,CUST000176,Bajaj Healthcare Limited,2024-12-15,1438762.35,Delivery Delay,Resolved - Accepted,Sanjay Mishra,REP000027,2025-01-10,Credit memo issued for 1438762.35,Customer disputes delivery delay on invoice INV0001751
DISP000102,INV0001786,CUST000179,Indian Healthcare Limited,2024-10-25,10982.70,Quantity Discrepancy,Under Investigation,Vijay Joshi,REP000043,,,Customer disputes quantity discrepancy on invoice INV0001786
DISP000104,INV0001813,CUST000182,Reliance Retail Limited,2025-03-15,295000.70,Duplicate Billing,Resolved - Accepted,Ashok Gupta,REP000010,2025-04-04,Credit memo issued for 295000.70,Customer disputes duplicate billing on invoice INV0001813
DISP000105,INV0001828,CUST000183,Infosys Retail Limited,2025-01-09,18666.22,Delivery Delay,Resolved - Accepted,Geeta Gupta,REP000020,2025-02-07,Credit memo issued for 18666.22,Customer disputes delivery delay on invoice INV0001828
DISP000106,INV0001834,CUST000184,Bharti Retail Limited,2025-02-19,14096.40,Wrong Item,Under Investigation,Ashok Gupta,REP000010,,,Customer disputes wrong item on invoice INV0001834
DISP000107,INV0001894,CUST000190,JSW Retail Limited,2025-02-22,237755.26,Price Discrepancy,Resolved - Accepted,Anil Joshi,REP000045,2025-02-27,Credit memo issued for 237755.26,Customer disputes price discrepancy on invoice INV0001894
DISP000108,INV0001904,CUST000191,Godrej Retail Limited,2024-11-12,54034.17,Quality Issue,Resolved - Accepted,Raj Mishra,REP000021,2024-12-11,Credit memo issued for 54034.17,Customer disputes quality issue on invoice INV0001904
DISP000109,INV0001914,CUST000192,L&T Retail Limited,2025-01-08,73937.67,Quantity Discrepancy,Under Investigation,Rahul Mishra,REP000026,,,Customer disputes quantity discrepancy on invoice INV0001914
DISP000110,INV0001923,CUST000193,ICICI Retail Limited,2024-12-30,37624.97,Service Not Rendered,Resolved - Accepted,Neha Gupta,REP000012,2025-01-16,Credit memo issued for 37624.97,Customer disputes service not rendered on invoice INV0001923
DISP000113,INV0001952,CUST000196,Bajaj Retail Limited,2024-12-10,876727.12,Delivery Delay,Resolved - Accepted,Vijay Joshi,REP000043,2025-01-09,Credit memo issued for 876727.12,Customer disputes delivery delay on invoice INV0001952
DISP000114,INV0001956,CUST000196,Bajaj Retail Limited,2025-03-20,1059655.23,Delivery Delay,Awaiting Internal Response,Rajesh Gupta,REP000009,,,Customer disputes delivery delay on invoice INV0001956
DISP000116,INV0001965,CUST000197,HCL Retail Limited,2024-11-09,34581.27,Quantity Discrepancy,Under Investigation,Sanjay Joshi,REP000047,,,Customer disputes quantity discrepancy on invoice INV0001965
DISP000117,INV0002024,CUST000203,Infosys Media Limited,2024-11-19,35718.83,Quality Issue,Resolved - Accepted,Sunil Joshi,REP000044,2024-12-12,Credit memo issued for 35718.83,Customer disputes quality issue on invoice INV0002024
DISP000118,INV0002031,CUST000204,Bharti Media Limited,2025-04-05,297381.75,Quantity Discrepancy,Open,Shalini Gupta,REP000019,,,Customer disputes quantity discrepancy on invoice INV0002031
DISP000119,INV0002057,CUST000206,Wipro Media Limited,2024-12-25,99542.62,Quality Issue,Resolved - Rejected,Ashok Joshi,REP000050,2025-01-27,Dispute evidence insufficient,Customer disputes quality issue on invoice INV0002057
DISP000120,INV0002115,CUST000212,L&T Media Limited,2024-11-04,83303.01,Service Not Rendered,Under Investigation,Rakesh Joshi,REP000048,,,Customer disputes service not rendered on invoice INV0002115
DISP000121,INV0002135,CUST000214,SBI Media Limited,2025-01-26,203915.38,Service Not Rendered,Resolved - Accepted,Kavita Gupta,REP000018,2025-02-07,Credit memo issued for 203915.38,Customer disputes service not rendered on invoice INV0002135
DISP000122,INV0002151,CUST000216,Bajaj Media Limited,2025-03-14,17214.88,Wrong Item,Resolved - Accepted,Ashok Gupta,REP000010,2025-04-07,Credit memo issued for 17214.88,Customer disputes wrong item on invoice INV0002151
DISP000123,INV0002155,CUST000216,Bajaj Media Limited,2025-04-17,14691.44,Wrong Item,Open,Raj Joshi,REP000041,,,Customer disputes wrong item on invoice INV0002155
DISP000124,INV0002161,CUST000217,HCL Media Limited,2024-12-27,62223.35,Service Not Rendered,Resolved - Rejected,Rahul Joshi,REP000046,2025-01-03,Dispute evidence insufficient,Customer disputes service not rendered on invoice INV0002161
DISP000125,INV0002191,CUST000220,Tech Media Limited,2025-03-07,8530.68,Wrong Item,Under Investigation,Anil Joshi,REP000045,,,Customer disputes wrong item on invoice INV0002191
DISP000126,INV0002205,CUST000221,Tata Telecom Limited,2025-02-21,396421.50,Duplicate Billing,Resolved - Accepted,Rani Gupta,REP000014,2025-03-03,Credit memo issued for 396421.50,Customer disputes duplicate billing on invoice INV0002205
DISP000127,INV0002223,CUST000223,Infosys Telecom Limited,2024-12-19,172718.18,Duplicate Billing,Under Investigation,Rakesh Gupta,REP000008,,,Customer disputes duplicate billing on invoice INV0002223
DISP000128,INV0002235,CUST000224,Bharti Telecom Limited,2025-02-11,36826.31,Quality Issue,Resolved - Rejected,Meena Mishra,REP000037,2025-02-28,Dispute evidence insufficient,Customer disputes quality issue on invoice INV0002235
DISP000129,INV0002236,CUST000224,Bharti Telecom Limited,2025-03-04,8710.65,Delivery Delay,Resolved - Accepted,Raj Joshi,REP000041,2025-03-09,Credit memo issued for 8710.65,Customer disputes delivery delay on invoice INV0002236
DISP000130,INV0002241,CUST000225,HDFC Telecom Limited,2024-12-24,255816.54,Delivery Delay,Under Investigation,Vijay Gupta,REP000003,,,Customer disputes delivery delay on invoice INV0002241
DISP000131,INV0002263,CUST000227,Mahindra Telecom Limited,2024-11-05,49062.96,Delivery Delay,Under Investigation,Neha Mishra,REP000032,,,Customer disputes delivery delay on invoice INV0002263
DISP000132,INV0002283,CUST000229,Adani Telecom Limited,2024-12-29,1660359.03,Contract Terms,Under Investigation,Amit Mishra,REP000022,,,Customer disputes contract terms on invoice INV0002283
DISP000133,INV0002341,CUST000235,TCS Telecom Limited,2025-01-24,172932.85,Service Not Rendered,Resolved - Accepted,Pooja Gupta,REP000013,2025-02-27,Credit memo issued for 172932.85,Customer disputes service not rendered on invoice INV0002341
DISP000134,INV0002363,CUST000237,HCL Telecom Limited,2025-04-04,236465.46,Quality Issue,Open,Anita Mishra,REP000036,,,Customer disputes quality issue on invoice INV0002363
DISP000135,INV0002411,CUST000242,Reliance Software Limited,2024-12-05,470017.96,Duplicate Billing,Resolved - Accepted,Rakesh Mishra,REP000028,2024-12-24,Credit memo issued for 470017.96,Customer disputes duplicate billing on invoice INV0002411
DISP000136,INV0002422,CUST000243,Infosys Software Limited,2025-04-14,611243.54,Delivery Delay,Open,Anil Gupta,REP000005,,,Customer disputes delivery delay on invoice INV0002422
DISP000137,INV0002424,CUST000243,Infosys Software Limited,2025-04-05,1425219.57,Wrong Item,Open,Neha Gupta,REP000012,,,Customer disputes wrong item on invoice INV0002424
DISP000138,INV0002431,CUST000244,Bharti Software Limited,2024-12-12,19341.96,Delivery Delay,Resolved - Accepted,Sunil Gupta,REP000004,2025-01-04,Credit memo issued for 19341.96,Customer disputes delivery delay on invoice INV0002431
DISP000139,INV0002448,CUST000245,HDFC Software Limited,2025-01-23,24518.75,Contract Terms,Under Investigation,Vijay Gupta,REP000003,,,Customer disputes contract terms on invoice INV0002448
